,H04,H03,H02,H01
775,0.652,0.657,0.661,0.658
776,0.651,0.656,0.662,0.656
777,0.654,0.659,0.66,0.657
778,0.649,0.658,0.661,0.659
779,0.653,0.658,0.66,0.657
780,0.653,0.658,0.662,0.657
781,0.653,0.658,0.662,0.659
782,0.651,0.658,0.662,0.659
783,0.653,0.658,0.661,0.659
784,0.653,0.657,0.662,0.658
785,0.652,0.658,0.662,0.658
786,0.651,0.658,0.661,0.659
787,0.653,0.657,0.661,0.657
788,0.654,0.658,0.662,0.654
789,0.654,0.656,0.662,0.657
790,0.653,0.657,0.663,0.658
791,0.653,0.658,0.662,0.658
792,0.653,0.659,0.663,0.659
793,0.653,0.656,0.663,0.657
794,0.653,0.655,0.66,0.657
795,0.654,0.655,0.662,0.657
796,0.653,0.657,0.663,0.656
797,0.652,0.659,0.66,0.656
798,0.653,0.655,0.665,0.659
799,0.653,0.656,0.662,0.659
800,0.653,0.657,0.661,0.657
801,0.652,0.658,0.662,0.659
802,0.653,0.657,0.663,0.659
803,0.65,0.658,0.662,0.657
804,0.654,0.656,0.663,0.657
805,0.653,0.658,0.661,0.658
806,0.653,0.658,0.663,0.66
807,0.652,0.658,0.664,0.657
808,0.653,0.658,0.661,0.66
809,0.65,0.658,0.662,0.659
810,0.653,0.658,0.662,0.654
811,0.653,0.658,0.662,0.657
812,0.653,0.659,0.661,0.657
813,0.653,0.658,0.664,0.657
814,0.652,0.654,0.661,0.659
815,0.653,0.657,0.662,0.658
816,0.651,0.657,0.661,0.659
817,0.654,0.658,0.66,0.658
818,0.653,0.657,0.66,0.658
819,0.652,0.658,0.662,0.657
820,0.653,0.657,0.661,0.656
821,0.653,0.658,0.662,0.658
822,0.653,0.658,0.661,0.654
823,0.653,0.657,0.661,0.659
824,0.653,0.656,0.663,0.659
825,0.648,0.657,0.662,0.661
826,0.653,0.657,0.663,0.659
827,0.653,0.658,0.662,0.659
828,0.651,0.658,0.662,0.658
829,0.653,0.657,0.66,0.662
830,0.652,0.659,0.662,0.657
831,0.653,0.657,0.662,0.657
832,0.652,0.66,0.66,0.659
833,0.653,0.657,0.663,0.658
834,0.653,0.657,0.664,0.659
835,0.653,0.657,0.663,0.658
836,0.651,0.657,0.663,0.659
837,0.653,0.659,0.662,0.657
838,0.653,0.656,0.662,0.657
839,0.653,0.657,0.667,0.655
840,0.651,0.657,0.663,0.656
841,0.653,0.658,0.661,0.658
842,0.654,0.657,0.661,0.658
843,0.655,0.657,0.661,0.657
844,0.648,0.656,0.662,0.657
845,0.652,0.657,0.662,0.657
846,0.653,0.658,0.663,0.658
847,0.653,0.658,0.661,0.656
848,0.653,0.657,0.664,0.659
849,0.653,0.657,0.662,0.66
850,0.652,0.655,0.662,0.659
851,0.653,0.658,0.663,0.659
852,0.652,0.658,0.662,0.654
853,0.653,0.655,0.663,0.656
854,0.649,0.656,0.664,0.656
855,0.651,0.658,0.663,0.658
856,0.651,0.657,0.662,0.659
857,0.652,0.657,0.659,0.656
858,0.653,0.655,0.661,0.657
859,0.653,0.658,0.663,0.657
860,0.653,0.657,0.662,0.659
861,0.652,0.658,0.663,0.658
862,0.654,0.657,0.662,0.657
863,0.654,0.657,0.662,0.657
864,0.652,0.655,0.663,0.659
865,0.653,0.655,0.662,0.657
866,0.655,0.655,0.661,0.66
867,0.651,0.657,0.663,0.658
868,0.653,0.658,0.661,0.661
869,0.653,0.657,0.661,0.657
870,0.653,0.659,0.662,0.659
871,0.655,0.657,0.662,0.658
872,0.653,0.655,0.661,0.658
873,0.653,0.657,0.662,0.658
874,0.653,0.659,0.659,0.656
875,0.653,0.658,0.661,0.66
876,0.653,0.656,0.662,0.659
877,0.653,0.659,0.661,0.657
878,0.653,0.655,0.663,0.659
879,0.65,0.657,0.662,0.656
880,0.651,0.658,0.663,0.659
881,0.653,0.658,0.662,0.658
882,0.653,0.655,0.663,0.657
883,0.653,0.655,0.661,0.658
884,0.653,0.657,0.662,0.656
885,0.653,0.658,0.664,0.66
886,0.651,0.655,0.661,0.658
887,0.653,0.658,0.662,0.657
888,0.653,0.659,0.661,0.659
889,0.652,0.657,0.66,0.656
890,0.651,0.657,0.661,0.657
891,0.652,0.659,0.661,0.657
892,0.65,0.658,0.662,0.657
893,0.655,0.656,0.662,0.657
894,0.653,0.657,0.661,0.657
895,0.652,0.656,0.664,0.659
896,0.654,0.657,0.665,0.657
897,0.652,0.657,0.663,0.656
898,0.653,0.662,0.66,0.656
899,0.652,0.657,0.662,0.657
900,0.651,0.656,0.66,0.657
901,0.652,0.658,0.663,0.659
902,0.653,0.658,0.66,0.659
903,0.654,0.658,0.662,0.659
904,0.651,0.657,0.663,0.657
905,0.653,0.657,0.66,0.66
906,0.653,0.657,0.661,0.657
907,0.653,0.657,0.661,0.656
908,0.653,0.656,0.662,0.657
909,0.653,0.657,0.66,0.658
910,0.651,0.657,0.662,0.659
911,0.652,0.658,0.664,0.657
912,0.653,0.657,0.663,0.657
913,0.653,0.658,0.663,0.658
914,0.651,0.659,0.661,0.657
915,0.65,0.656,0.663,0.658
916,0.653,0.658,0.662,0.654
917,0.648,0.657,0.66,0.658
918,0.653,0.657,0.662,0.657
919,0.652,0.657,0.662,0.657
920,0.653,0.657,0.662,0.657
921,0.652,0.658,0.663,0.654
922,0.653,0.657,0.661,0.659
923,0.651,0.658,0.661,0.658
924,0.652,0.659,0.662,0.657
925,0.652,0.658,0.661,0.659
926,0.653,0.657,0.66,0.658
927,0.651,0.657,0.664,0.659
928,0.651,0.657,0.664,0.659
929,0.653,0.657,0.662,0.656
930,0.651,0.658,0.665,0.657
931,0.651,0.659,0.659,0.658
932,0.653,0.657,0.664,0.659
933,0.652,0.658,0.663,0.654
934,0.652,0.656,0.662,0.658
935,0.653,0.657,0.66,0.657
936,0.652,0.656,0.664,0.658
937,0.653,0.657,0.662,0.657
938,0.653,0.656,0.661,0.657
939,0.652,0.657,0.665,0.657
940,0.652,0.656,0.663,0.657
941,0.652,0.655,0.662,0.656
942,0.651,0.655,0.66,0.657
943,0.651,0.657,0.663,0.656
944,0.653,0.657,0.661,0.655
945,0.652,0.657,0.661,0.661
946,0.653,0.659,0.667,0.657
947,0.65,0.658,0.663,0.658
948,0.651,0.658,0.664,0.657
949,0.651,0.658,0.66,0.657
950,0.651,0.658,0.664,0.66
951,0.651,0.657,0.663,0.657
952,0.652,0.657,0.664,0.658
953,0.651,0.656,0.662,0.657
954,0.651,0.658,0.662,0.658
955,0.652,0.656,0.664,0.653
956,0.652,0.658,0.661,0.657
957,0.651,0.656,0.663,0.659
958,0.653,0.655,0.664,0.657
959,0.652,0.658,0.663,0.657
960,0.651,0.659,0.662,0.657
961,0.652,0.659,0.664,0.656
962,0.655,0.659,0.662,0.659
963,0.651,0.658,0.662,0.657
964,0.652,0.655,0.662,0.659
965,0.653,0.656,0.662,0.659
966,0.653,0.657,0.662,0.656
967,0.653,0.658,0.66,0.656
968,0.653,0.655,0.662,0.654
969,0.653,0.657,0.663,0.658
970,0.653,0.655,0.661,0.657
971,0.653,0.658,0.661,0.654
972,0.652,0.657,0.663,0.658
973,0.653,0.656,0.66,0.657
974,0.652,0.658,0.661,0.657
975,0.651,0.656,0.663,0.656
976,0.653,0.656,0.663,0.659
977,0.651,0.657,0.662,0.653
978,0.65,0.656,0.662,0.659
979,0.651,0.658,0.662,0.656
980,0.65,0.659,0.661,0.659
981,0.649,0.656,0.661,0.659
982,0.652,0.659,0.662,0.655
983,0.653,0.658,0.662,0.659
984,0.654,0.658,0.664,0.658
985,0.651,0.658,0.662,0.657
986,0.652,0.657,0.661,0.657
987,0.654,0.657,0.662,0.658
988,0.653,0.659,0.662,0.657
989,0.651,0.656,0.664,0.657
990,0.653,0.658,0.662,0.657
991,0.653,0.659,0.661,0.654
992,0.653,0.656,0.661,0.659
993,0.653,0.659,0.664,0.659
994,0.651,0.656,0.666,0.657
995,0.652,0.657,0.662,0.657
996,0.651,0.657,0.662,0.657
997,0.655,0.658,0.662,0.657
998,0.651,0.658,0.661,0.658
999,0.655,0.656,0.663,0.656
1000,0.651,0.658,0.661,0.658
1001,0.653,0.657,0.663,0.657
1002,0.654,0.657,0.661,0.654
1003,0.653,0.657,0.662,0.657
1004,0.651,0.657,0.661,0.657
1005,0.652,0.658,0.662,0.659
1006,0.651,0.655,0.661,0.659
1007,0.653,0.658,0.662,0.659
1008,0.653,0.658,0.66,0.658
1009,0.653,0.656,0.662,0.658
1010,0.652,0.657,0.662,0.657
1011,0.651,0.66,0.662,0.658
1012,0.653,0.658,0.661,0.657
1013,0.652,0.658,0.661,0.658
1014,0.651,0.658,0.664,0.657
1015,0.654,0.657,0.663,0.656
1016,0.651,0.658,0.663,0.661
1017,0.651,0.658,0.662,0.658
1018,0.653,0.657,0.663,0.657
1019,0.653,0.658,0.661,0.657
1020,0.652,0.658,0.661,0.658
1021,0.653,0.657,0.663,0.656
1022,0.655,0.657,0.665,0.657
1023,0.651,0.658,0.661,0.657
1024,0.653,0.658,0.661,0.657
1025,0.653,0.656,0.66,0.654
1026,0.651,0.657,0.662,0.657
1027,0.652,0.658,0.662,0.658
1028,0.654,0.657,0.661,0.659
1029,0.654,0.656,0.662,0.656
1030,0.652,0.659,0.663,0.656
1031,0.654,0.658,0.661,0.658
1032,0.651,0.659,0.663,0.659
1033,0.653,0.655,0.661,0.656
1034,0.653,0.656,0.661,0.656
1035,0.653,0.658,0.662,0.657
1036,0.652,0.659,0.66,0.657
1037,0.652,0.659,0.661,0.657
1038,0.654,0.657,0.662,0.657
1039,0.653,0.655,0.662,0.659
1040,0.654,0.654,0.662,0.657
1041,0.653,0.659,0.662,0.657
1042,0.653,0.658,0.664,0.659
1043,0.652,0.657,0.659,0.654
1044,0.653,0.658,0.66,0.657
1045,0.653,0.658,0.66,0.656
1046,0.653,0.654,0.662,0.658
1047,0.653,0.655,0.663,0.656
1048,0.653,0.658,0.662,0.659
1049,0.655,0.657,0.662,0.658
1050,0.653,0.655,0.662,0.658
1051,0.653,0.658,0.662,0.657
1052,0.651,0.657,0.664,0.657
1053,0.653,0.654,0.662,0.654
1054,0.653,0.656,0.662,0.654
1055,0.652,0.656,0.662,0.659
1056,0.654,0.658,0.663,0.657
1057,0.652,0.658,0.662,0.657
1058,0.653,0.659,0.661,0.656
1059,0.651,0.657,0.663,0.656
1060,0.651,0.659,0.659,0.657
1061,0.653,0.657,0.661,0.659
1062,0.651,0.657,0.662,0.656
1063,0.652,0.658,0.662,0.656
1064,0.651,0.658,0.662,0.66
1065,0.65,0.657,0.665,0.658
1066,0.649,0.657,0.659,0.656
1067,0.65,0.658,0.661,0.657
1068,0.655,0.658,0.664,0.659
1069,0.654,0.659,0.662,0.656
1070,0.653,0.658,0.662,0.659
1071,0.653,0.659,0.662,0.657
1072,0.652,0.656,0.661,0.657
1073,0.653,0.658,0.661,0.657
1074,0.653,0.657,0.661,0.654
1075,0.648,0.658,0.662,0.656
1076,0.653,0.658,0.661,0.658
1077,0.651,0.658,0.661,0.657
1078,0.653,0.66,0.661,0.659
1079,0.653,0.66,0.661,0.66
1080,0.652,0.657,0.66,0.657
1081,0.653,0.657,0.663,0.658
1082,0.653,0.654,0.664,0.657
1083,0.653,0.658,0.66,0.657
1084,0.653,0.659,0.662,0.654
1085,0.654,0.658,0.661,0.657
1086,0.648,0.657,0.662,0.657
1087,0.653,0.657,0.662,0.657
1088,0.653,0.658,0.661,0.656
1089,0.652,0.657,0.661,0.655
1090,0.653,0.66,0.662,0.659
1091,0.652,0.658,0.66,0.659
1092,0.654,0.656,0.66,0.657
1093,0.653,0.655,0.662,0.659
1094,0.653,0.654,0.661,0.661
1095,0.654,0.658,0.663,0.656
1096,0.653,0.657,0.664,0.657
1097,0.651,0.656,0.664,0.658
1098,0.654,0.658,0.66,0.656
1099,0.654,0.657,0.662,0.657
1100,0.653,0.657,0.662,0.659
1101,0.653,0.658,0.66,0.655
1102,0.652,0.657,0.661,0.655
1103,0.652,0.657,0.663,0.657
1104,0.651,0.655,0.661,0.657
1105,0.651,0.656,0.663,0.657
1106,0.653,0.656,0.663,0.656
1107,0.653,0.659,0.66,0.659
1108,0.653,0.658,0.66,0.656
1109,0.648,0.657,0.662,0.659
1110,0.653,0.657,0.661,0.656
1111,0.656,0.658,0.66,0.656
1112,0.653,0.656,0.663,0.659
1113,0.652,0.657,0.664,0.657
1114,0.649,0.659,0.664,0.658
1115,0.649,0.66,0.662,0.659
1116,0.651,0.658,0.661,0.659
1117,0.653,0.66,0.662,0.656
1118,0.653,0.658,0.66,0.661
1119,0.653,0.656,0.662,0.658
1120,0.651,0.658,0.66,0.657
1121,0.653,0.656,0.663,0.658
1122,0.653,0.657,0.663,0.657
1123,0.652,0.661,0.663,0.657
1124,0.653,0.657,0.66,0.658
1125,0.652,0.658,0.663,0.656
1126,0.652,0.654,0.662,0.658
1127,0.653,0.654,0.661,0.656
1128,0.653,0.657,0.662,0.659
1129,0.654,0.658,0.662,0.658
1130,0.653,0.656,0.663,0.659
1131,0.652,0.656,0.662,0.656
1132,0.654,0.657,0.661,0.656
1133,0.651,0.657,0.66,0.657
1134,0.652,0.655,0.662,0.659
1135,0.653,0.656,0.663,0.658
1136,0.653,0.656,0.664,0.661
1137,0.651,0.662,0.662,0.659
1138,0.654,0.656,0.662,0.658
1139,0.652,0.659,0.661,0.657
1140,0.653,0.656,0.661,0.657
1141,0.653,0.657,0.661,0.656
1142,0.653,0.658,0.66,0.658
1143,0.651,0.655,0.661,0.659
1144,0.654,0.657,0.662,0.658
1145,0.652,0.656,0.661,0.657
1146,0.651,0.655,0.663,0.657
1147,0.653,0.659,0.662,0.658
1148,0.653,0.658,0.663,0.658
1149,0.653,0.659,0.663,0.657
1150,0.651,0.659,0.662,0.658
1151,0.652,0.659,0.661,0.664
1152,0.653,0.659,0.66,0.657
1153,0.651,0.659,0.662,0.658
1154,0.653,0.658,0.662,0.657
1155,0.653,0.657,0.662,0.656
1156,0.652,0.657,0.662,0.659
1157,0.651,0.656,0.663,0.657
1158,0.653,0.658,0.663,0.657
1159,0.651,0.656,0.661,0.657
1160,0.653,0.657,0.662,0.658
1161,0.653,0.657,0.664,0.657
1162,0.653,0.657,0.661,0.657
1163,0.654,0.658,0.664,0.656
1164,0.653,0.659,0.661,0.657
1165,0.653,0.657,0.665,0.658
1166,0.651,0.657,0.662,0.655
1167,0.651,0.657,0.661,0.657
1168,0.653,0.658,0.663,0.657
1169,0.653,0.658,0.662,0.657
1170,0.653,0.658,0.663,0.657
1171,0.653,0.658,0.661,0.656
1172,0.653,0.657,0.664,0.656
1173,0.653,0.658,0.663,0.657
1174,0.653,0.658,0.661,0.657
1175,0.652,0.659,0.662,0.659
1176,0.652,0.656,0.662,0.658
1177,0.653,0.657,0.663,0.658
1178,0.652,0.658,0.662,0.661
1179,0.654,0.655,0.665,0.658
1180,0.652,0.657,0.662,0.657
1181,0.651,0.657,0.662,0.658
1182,0.653,0.656,0.662,0.656
1183,0.652,0.658,0.661,0.654
1184,0.651,0.66,0.662,0.657
1185,0.653,0.658,0.662,0.657
1186,0.65,0.656,0.663,0.659
1187,0.654,0.658,0.662,0.659
1188,0.653,0.657,0.66,0.658
1189,0.653,0.66,0.662,0.656
1190,0.653,0.657,0.661,0.654
1191,0.653,0.656,0.662,0.656
1192,0.653,0.658,0.664,0.656
1193,0.651,0.657,0.661,0.656
1194,0.652,0.659,0.66,0.657
1195,0.651,0.658,0.663,0.654
1196,0.65,0.66,0.661,0.658
1197,0.652,0.654,0.662,0.657
1198,0.652,0.658,0.663,0.657
1199,0.652,0.658,0.662,0.656
1200,0.653,0.657,0.665,0.657
1201,0.653,0.657,0.66,0.659
1202,0.653,0.663,0.662,0.658
1203,0.653,0.658,0.663,0.657
1204,0.652,0.656,0.664,0.657
1205,0.652,0.656,0.662,0.658
1206,0.653,0.659,0.665,0.656
1207,0.653,0.657,0.66,0.657
1208,0.654,0.657,0.662,0.659
1209,0.653,0.658,0.663,0.656
1210,0.649,0.656,0.663,0.657
1211,0.653,0.657,0.663,0.659
1212,0.649,0.658,0.663,0.657
1213,0.651,0.658,0.662,0.657
1214,0.653,0.657,0.66,0.656
1215,0.653,0.657,0.664,0.657
1216,0.653,0.657,0.66,0.657
1217,0.653,0.657,0.66,0.657
1218,0.653,0.659,0.663,0.657
1219,0.65,0.657,0.661,0.657
1220,0.653,0.657,0.66,0.656
1221,0.653,0.657,0.661,0.658
1222,0.654,0.657,0.663,0.657
1223,0.653,0.657,0.66,0.655
1224,0.653,0.657,0.662,0.656
1225,0.651,0.658,0.661,0.656
1226,0.653,0.656,0.662,0.656
1227,0.653,0.657,0.663,0.658
1228,0.653,0.655,0.66,0.654
1229,0.654,0.657,0.662,0.658
1230,0.653,0.657,0.662,0.657
1231,0.653,0.657,0.66,0.659
1232,0.65,0.66,0.661,0.658
1233,0.653,0.657,0.662,0.657
1234,0.654,0.655,0.66,0.657
1235,0.653,0.656,0.659,0.657
1236,0.652,0.658,0.664,0.654
1237,0.653,0.657,0.662,0.658
1238,0.656,0.657,0.661,0.657
1239,0.653,0.659,0.662,0.659
1240,0.65,0.657,0.661,0.657
1241,0.653,0.659,0.659,0.658
1242,0.653,0.657,0.66,0.656
1243,0.652,0.657,0.662,0.657
1244,0.65,0.658,0.659,0.657
1245,0.653,0.656,0.661,0.657
1246,0.653,0.655,0.664,0.658
1247,0.651,0.656,0.662,0.657
1248,0.651,0.657,0.662,0.658
1249,0.654,0.657,0.662,0.657
1250,0.651,0.657,0.662,0.657
1251,0.653,0.657,0.662,0.658
1252,0.654,0.657,0.66,0.658
1253,0.653,0.658,0.662,0.657
1254,0.654,0.658,0.661,0.657
1255,0.651,0.66,0.663,0.657
1256,0.652,0.658,0.661,0.657
1257,0.653,0.658,0.661,0.656
1258,0.651,0.657,0.663,0.658
1259,0.651,0.659,0.663,0.659
1260,0.653,0.655,0.661,0.658
1261,0.651,0.659,0.661,0.657
1262,0.653,0.658,0.662,0.655
1263,0.653,0.659,0.662,0.657
1264,0.653,0.657,0.662,0.658
1265,0.653,0.659,0.662,0.657
1266,0.651,0.658,0.662,0.657
1267,0.652,0.658,0.661,0.657
1268,0.653,0.66,0.662,0.656
1269,0.651,0.656,0.663,0.656
1270,0.651,0.659,0.662,0.657
1271,0.653,0.655,0.661,0.657
1272,0.653,0.657,0.661,0.659
1273,0.654,0.658,0.663,0.657
1274,0.653,0.658,0.663,0.658
1275,0.654,0.657,0.662,0.658
1276,0.651,0.657,0.661,0.66
1277,0.653,0.656,0.663,0.658
1278,0.653,0.657,0.659,0.657
1279,0.651,0.656,0.664,0.658
1280,0.651,0.658,0.659,0.656
1281,0.653,0.656,0.66,0.656
1282,0.652,0.658,0.662,0.657
1283,0.652,0.658,0.662,0.657
1284,0.652,0.657,0.661,0.659
1285,0.653,0.658,0.663,0.659
1286,0.654,0.656,0.662,0.656
1287,0.653,0.657,0.663,0.654
1288,0.653,0.658,0.662,0.657
1289,0.652,0.658,0.662,0.659
1290,0.653,0.658,0.661,0.657
1291,0.653,0.658,0.662,0.659
1292,0.653,0.656,0.663,0.659
1293,0.653,0.657,0.663,0.657
1294,0.652,0.658,0.664,0.658
1295,0.652,0.66,0.663,0.659
1296,0.652,0.657,0.663,0.657
1297,0.652,0.656,0.662,0.658
1298,0.653,0.657,0.662,0.659
1299,0.654,0.658,0.663,0.659
1300,0.653,0.657,0.662,0.657
1301,0.652,0.655,0.664,0.659
1302,0.654,0.657,0.663,0.657
1303,0.652,0.66,0.662,0.657
1304,0.652,0.656,0.662,0.656
1305,0.653,0.654,0.662,0.656
1306,0.653,0.658,0.663,0.659
1307,0.651,0.656,0.662,0.658
1308,0.654,0.658,0.662,0.656
1309,0.653,0.658,0.661,0.657
1310,0.654,0.656,0.662,0.657
1311,0.653,0.659,0.662,0.658
1312,0.65,0.657,0.66,0.657
1313,0.652,0.658,0.661,0.66
1314,0.653,0.655,0.663,0.657
1315,0.653,0.657,0.661,0.657
1316,0.653,0.653,0.662,0.656
1317,0.653,0.657,0.662,0.659
1318,0.652,0.658,0.663,0.657
1319,0.653,0.657,0.662,0.66
1320,0.653,0.658,0.661,0.659
1321,0.651,0.657,0.661,0.657
1322,0.651,0.657,0.661,0.657
1323,0.653,0.655,0.662,0.659
1324,0.653,0.657,0.662,0.659
1325,0.653,0.658,0.661,0.656
1326,0.651,0.655,0.663,0.657
1327,0.653,0.656,0.661,0.656
1328,0.652,0.657,0.662,0.659
1329,0.653,0.659,0.663,0.658
1330,0.652,0.658,0.663,0.66
1331,0.653,0.659,0.661,0.66
1332,0.653,0.655,0.665,0.657
1333,0.651,0.658,0.662,0.657
1334,0.649,0.657,0.662,0.657
1335,0.653,0.656,0.661,0.658
1336,0.651,0.658,0.661,0.657
1337,0.653,0.657,0.661,0.659
1338,0.653,0.657,0.66,0.657
1339,0.648,0.658,0.66,0.66
1340,0.654,0.656,0.664,0.657
1341,0.652,0.657,0.661,0.656
1342,0.651,0.655,0.661,0.658
1343,0.653,0.657,0.664,0.658
1344,0.651,0.658,0.663,0.656
1345,0.653,0.658,0.66,0.654
1346,0.65,0.657,0.663,0.659
1347,0.653,0.658,0.661,0.658
1348,0.653,0.655,0.663,0.657
1349,0.653,0.658,0.662,0.658
1350,0.652,0.658,0.662,0.657
1351,0.651,0.658,0.662,0.656
1352,0.651,0.659,0.664,0.657
1353,0.653,0.658,0.661,0.657
1354,0.653,0.656,0.662,0.659
1355,0.65,0.656,0.664,0.654
1356,0.653,0.658,0.664,0.657
1357,0.654,0.658,0.662,0.656
1358,0.653,0.658,0.663,0.659
1359,0.652,0.656,0.663,0.658
1360,0.653,0.658,0.663,0.657
1361,0.653,0.657,0.663,0.659
1362,0.65,0.657,0.659,0.66
1363,0.653,0.655,0.664,0.657
1364,0.653,0.658,0.662,0.659
1365,0.651,0.657,0.662,0.657
1366,0.657,0.658,0.659,0.657
1367,0.654,0.658,0.664,0.658
1368,0.652,0.656,0.66,0.658
1369,0.653,0.659,0.66,0.656
1370,0.651,0.655,0.66,0.657
1371,0.653,0.658,0.662,0.659
1372,0.653,0.66,0.663,0.658
1373,0.652,0.655,0.663,0.658
1374,0.652,0.658,0.661,0.658
1375,0.654,0.658,0.663,0.656
1376,0.652,0.658,0.662,0.657
1377,0.653,0.659,0.663,0.658
1378,0.652,0.66,0.663,0.656
1379,0.653,0.658,0.661,0.657
1380,0.653,0.658,0.661,0.657
1381,0.651,0.657,0.66,0.657
1382,0.65,0.657,0.661,0.657
1383,0.653,0.657,0.663,0.658
1384,0.653,0.659,0.658,0.657
1385,0.653,0.658,0.661,0.656
1386,0.653,0.658,0.662,0.656
1387,0.654,0.657,0.662,0.658
1388,0.651,0.658,0.662,0.659
1389,0.653,0.657,0.66,0.656
1390,0.652,0.655,0.662,0.654
1391,0.652,0.658,0.663,0.659
1392,0.653,0.657,0.663,0.659
1393,0.653,0.658,0.661,0.659
1394,0.653,0.658,0.661,0.657
1395,0.653,0.658,0.662,0.656
1396,0.651,0.657,0.662,0.657
1397,0.653,0.657,0.659,0.654
1398,0.65,0.657,0.66,0.655
1399,0.652,0.657,0.661,0.658
1400,0.652,0.658,0.663,0.656
1401,0.653,0.655,0.663,0.657
1402,0.651,0.657,0.659,0.658
1403,0.653,0.659,0.66,0.658
1404,0.648,0.658,0.661,0.657
1405,0.653,0.657,0.663,0.657
1406,0.655,0.658,0.662,0.659
1407,0.655,0.658,0.662,0.657
1408,0.653,0.657,0.66,0.657
1409,0.654,0.66,0.661,0.659
1410,0.654,0.656,0.659,0.657
1411,0.653,0.657,0.662,0.657
1412,0.653,0.655,0.662,0.658
1413,0.651,0.656,0.662,0.655
1414,0.653,0.657,0.659,0.657
1415,0.653,0.657,0.661,0.658
1416,0.653,0.658,0.662,0.658
1417,0.653,0.657,0.664,0.657
1418,0.653,0.657,0.663,0.657
1419,0.653,0.656,0.662,0.657
1420,0.649,0.658,0.662,0.654
1421,0.653,0.657,0.664,0.657
1422,0.654,0.659,0.662,0.657
1423,0.653,0.657,0.661,0.658
1424,0.651,0.658,0.662,0.657
1425,0.651,0.657,0.663,0.657
1426,0.652,0.656,0.663,0.658
1427,0.651,0.66,0.661,0.659
1428,0.652,0.655,0.662,0.657
1429,0.653,0.658,0.663,0.657
1430,0.65,0.663,0.66,0.659
1431,0.652,0.658,0.662,0.658
1432,0.653,0.658,0.664,0.657
1433,0.653,0.656,0.663,0.656
1434,0.653,0.657,0.662,0.657
1435,0.653,0.656,0.661,0.656
1436,0.651,0.66,0.663,0.66
1437,0.653,0.656,0.662,0.654
1438,0.65,0.655,0.662,0.658
1439,0.651,0.657,0.665,0.655
1440,0.653,0.659,0.662,0.657
1441,0.653,0.656,0.662,0.657
1442,0.653,0.658,0.663,0.657
1443,0.653,0.657,0.663,0.658
1444,0.652,0.656,0.659,0.656
1445,0.653,0.657,0.661,0.657
1446,0.653,0.658,0.661,0.658
1447,0.653,0.658,0.66,0.658
1448,0.652,0.658,0.663,0.656
1449,0.651,0.659,0.663,0.657
1450,0.652,0.658,0.66,0.656
1451,0.649,0.658,0.661,0.657
1452,0.653,0.659,0.659,0.659
1453,0.65,0.658,0.662,0.656
1454,0.649,0.657,0.66,0.659
1455,0.653,0.658,0.661,0.656
1456,0.653,0.658,0.661,0.657
1457,0.65,0.656,0.662,0.658
1458,0.653,0.658,0.662,0.657
1459,0.653,0.658,0.661,0.659
1460,0.654,0.657,0.663,0.656
1461,0.653,0.656,0.662,0.656
1462,0.651,0.658,0.663,0.657
1463,0.652,0.659,0.662,0.657
1464,0.652,0.657,0.662,0.657
1465,0.653,0.657,0.661,0.658
1466,0.653,0.659,0.661,0.657
1467,0.654,0.658,0.663,0.656
1468,0.651,0.657,0.662,0.659
1469,0.653,0.656,0.66,0.657
1470,0.651,0.658,0.664,0.657
1471,0.653,0.659,0.661,0.654
1472,0.65,0.657,0.662,0.654
1473,0.654,0.66,0.661,0.658
1474,0.651,0.657,0.66,0.656
1475,0.654,0.655,0.662,0.663
1476,0.651,0.656,0.661,0.654
1477,0.651,0.655,0.663,0.656
1478,0.653,0.657,0.661,0.657
1479,0.652,0.656,0.661,0.659
1480,0.653,0.658,0.663,0.657
1481,0.653,0.659,0.663,0.656
1482,0.654,0.657,0.662,0.657
1483,0.653,0.656,0.66,0.659
1484,0.653,0.656,0.661,0.657
1485,0.651,0.657,0.662,0.658
1486,0.651,0.657,0.663,0.657
1487,0.653,0.654,0.661,0.658
1488,0.653,0.658,0.66,0.664
1489,0.653,0.657,0.662,0.658
1490,0.651,0.656,0.663,0.659
1491,0.653,0.656,0.662,0.657
1492,0.653,0.657,0.663,0.658
1493,0.653,0.658,0.663,0.657
1494,0.653,0.657,0.663,0.657
1495,0.652,0.661,0.662,0.656
1496,0.654,0.658,0.663,0.657
1497,0.654,0.657,0.66,0.659
1498,0.651,0.659,0.661,0.659
1499,0.652,0.657,0.661,0.658
1500,0.651,0.654,0.665,0.657
1501,0.651,0.66,0.663,0.656
1502,0.654,0.657,0.663,0.658
1503,0.651,0.657,0.663,0.657
1504,0.652,0.657,0.662,0.657
1505,0.655,0.657,0.661,0.657
1506,0.653,0.657,0.661,0.656
1507,0.652,0.66,0.661,0.657
1508,0.651,0.656,0.66,0.657
1509,0.654,0.656,0.663,0.658
1510,0.652,0.655,0.664,0.657
1511,0.653,0.657,0.662,0.661
1512,0.654,0.658,0.661,0.659
1513,0.653,0.658,0.663,0.658
1514,0.653,0.658,0.663,0.659
1515,0.651,0.657,0.664,0.654
1516,0.653,0.659,0.66,0.657
1517,0.653,0.659,0.662,0.657
1518,0.653,0.657,0.662,0.656
1519,0.656,0.658,0.661,0.658
1520,0.65,0.657,0.662,0.66
1521,0.653,0.658,0.662,0.656
1522,0.652,0.657,0.661,0.657
