m1 TID @ 17:35:29,m2 TID @ 17:35:29,m3 TID @ 17:35:29,m1 TID @ 17:35:30,m2 TID @ 17:35:30,m3 TID @ 17:35:30,m3 TID @ 17:35:31,m1 TID @ 17:35:31,m2 TID @ 17:35:31,m1 TID @ 17:35:32,m2 TID @ 17:35:32,m3 TID @ 17:35:32,m1 TID @ 17:35:33,m2 TID @ 17:35:33,m3 TID @ 17:35:33,m1 TID @ 17:35:34,m2 TID @ 17:35:34,m3 TID @ 17:35:34,m1 TID @ 17:35:35,m2 TID @ 17:35:35,m3 TID @ 17:35:35,m2 TID @ 17:35:36,m3 TID @ 17:35:36,m1 TID @ 17:35:36,m2 TID @ 17:35:37,m3 TID @ 17:35:37,m1 TID @ 17:35:37,m1 TID @ 17:35:38,m2 TID @ 17:35:38,m3 TID @ 17:35:38,m1 TID @ 17:35:39,m2 TID @ 17:35:39,m3 TID @ 17:35:39,m1 TID @ 17:35:40,m2 TID @ 17:35:40,m3 TID @ 17:35:40,m1 TID @ 17:35:41,m2 TID @ 17:35:41,m3 TID @ 17:35:41,m1 TID @ 17:35:42,m2 TID @ 17:35:42,m3 TID @ 17:35:42,m1 TID @ 17:35:43,m2 TID @ 17:35:43,m3 TID @ 17:35:43,m1 TID @ 17:35:44,m2 TID @ 17:35:44,m3 TID @ 17:35:44,m1 TID @ 17:35:46,m2 TID @ 17:35:46,m3 TID @ 17:35:46,m1 TID @ 17:35:47,m2 TID @ 17:35:47,m3 TID @ 17:35:47,m1 TID @ 17:35:48,m2 TID @ 17:35:48,m3 TID @ 17:35:48,m1 TID @ 17:35:49,m2 TID @ 17:35:49,m3 TID @ 17:35:49,m1 TID @ 17:35:50,m2 TID @ 17:35:50,m3 TID @ 17:35:50,m1 TID @ 17:35:51,m2 TID @ 17:35:51,m3 TID @ 17:35:51,m1 TID @ 17:35:52,m2 TID @ 17:35:52,m3 TID @ 17:35:52,m1 TID @ 17:35:53,m2 TID @ 17:35:53,m3 TID @ 17:35:53,m1 TID @ 17:35:54,m2 TID @ 17:35:54,m3 TID @ 17:35:54,m3 TID @ 17:35:55,m1 TID @ 17:35:55,m2 TID @ 17:35:55,m1 TID @ 17:35:56,m2 TID @ 17:35:56,m3 TID @ 17:35:56,m1 TID @ 17:35:57,m2 TID @ 17:35:57,m3 TID @ 17:35:57,m3 TID @ 17:35:58,m1 TID @ 17:35:58,m2 TID @ 17:35:58,m1 TID @ 17:35:59,m2 TID @ 17:35:59,m3 TID @ 17:35:59,m1 TID @ 17:36:00,m2 TID @ 17:36:00,m3 TID @ 17:36:00,m1 TID @ 17:36:01,m2 TID @ 17:36:01,m3 TID @ 17:36:01,m1 TID @ 17:36:02,m2 TID @ 17:36:02,m3 TID @ 17:36:02,m1 TID @ 17:36:03,m2 TID @ 17:36:03,m3 TID @ 17:36:03,m1 TID @ 17:36:04,m2 TID @ 17:36:04,m3 TID @ 17:36:04,m1 TID @ 17:36:05,m2 TID @ 17:36:05,m3 TID @ 17:36:05,m1 TID @ 17:36:06,m2 TID @ 17:36:06,m3 TID @ 17:36:06,m1 TID @ 17:36:07,m2 TID @ 17:36:07,m3 TID @ 17:36:07,m1 TID @ 17:36:08,m2 TID @ 17:36:08,m3 TID @ 17:36:08,m1 TID @ 17:36:09,m2 TID @ 17:36:09,m3 TID @ 17:36:09,m1 TID @ 17:36:10,m2 TID @ 17:36:10,m3 TID @ 17:36:10,m1 TID @ 17:36:11,m2 TID @ 17:36:11,m3 TID @ 17:36:11,m1 TID @ 17:36:12,m2 TID @ 17:36:12,m3 TID @ 17:36:12,m1 TID @ 17:36:13,m2 TID @ 17:36:13,m3 TID @ 17:36:13,m2 TID @ 17:36:14,m3 TID @ 17:36:14,m1 TID @ 17:36:14,m1 TID @ 17:36:15,m2 TID @ 17:36:15,m3 TID @ 17:36:15,m1 TID @ 17:36:16,m2 TID @ 17:36:16,m3 TID @ 17:36:16,m2 TID @ 17:36:17,m3 TID @ 17:36:17,m1 TID @ 17:36:17,m1 TID @ 17:36:18,m2 TID @ 17:36:18,m3 TID @ 17:36:18,m1 TID @ 17:36:19,m2 TID @ 17:36:19,m3 TID @ 17:36:19,m1 TID @ 17:36:20,m2 TID @ 17:36:20,m3 TID @ 17:36:20,m2 TID @ 17:36:21,m3 TID @ 17:36:21,m1 TID @ 17:36:21,m1 TID @ 17:36:22,m2 TID @ 17:36:22,m3 TID @ 17:36:22,m1 TID @ 17:36:23,m2 TID @ 17:36:23,m3 TID @ 17:36:23,m1 TID @ 17:36:24,m2 TID @ 17:36:24,m3 TID @ 17:36:24,m1 TID @ 17:36:25,m2 TID @ 17:36:25,m3 TID @ 17:36:25,m1 TID @ 17:36:26,m2 TID @ 17:36:26,m3 TID @ 17:36:26,m1 TID @ 17:36:27,m2 TID @ 17:36:27,m3 TID @ 17:36:27,m1 TID @ 17:36:28,m2 TID @ 17:36:28,m3 TID @ 17:36:28,m1 TID @ 17:36:29,m2 TID @ 17:36:29,m3 TID @ 17:36:29,m3 TID @ 17:36:30,m1 TID @ 17:36:30,m2 TID @ 17:36:30,m1 TID @ 17:36:31,m2 TID @ 17:36:31,m3 TID @ 17:36:31,m1 TID @ 17:36:32,m2 TID @ 17:36:32,m3 TID @ 17:36:32,m1 TID @ 17:36:33,m2 TID @ 17:36:33,m3 TID @ 17:36:33,m1 TID @ 17:36:34,m2 TID @ 17:36:34,m3 TID @ 17:36:34,m1 TID @ 17:36:35,m2 TID @ 17:36:35,m3 TID @ 17:36:35,m1 TID @ 17:36:36,m2 TID @ 17:36:36,m3 TID @ 17:36:36,m1 TID @ 17:36:37,m2 TID @ 17:36:37,m3 TID @ 17:36:37,m1 TID @ 17:36:38,m2 TID @ 17:36:38,m3 TID @ 17:36:38,m1 TID @ 17:36:39,m2 TID @ 17:36:39,m3 TID @ 17:36:39,m1 TID @ 17:36:40,m2 TID @ 17:36:40,m3 TID @ 17:36:40,m1 TID @ 17:36:41,m2 TID @ 17:36:41,m3 TID @ 17:36:41,m1 TID @ 17:36:42,m2 TID @ 17:36:42,m3 TID @ 17:36:42,m1 TID @ 17:36:43,m2 TID @ 17:36:43,m3 TID @ 17:36:43,m1 TID @ 17:36:44,m2 TID @ 17:36:44,m3 TID @ 17:36:44,m1 TID @ 17:36:45,m2 TID @ 17:36:45,m3 TID @ 17:36:45,m1 TID @ 17:36:46,m2 TID @ 17:36:46,m3 TID @ 17:36:46,m1 TID @ 17:36:47,m2 TID @ 17:36:47,m3 TID @ 17:36:47
71,23,58,71,23,58,58,71,23,71,23,58,71,23,58,71,23,58,71,23,58,23,58,71,23,58,71,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,23,58,71,7,58,58,71,7,71,7,58,71,7,58,58,71,7,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,7,58,71,71,7,58,71,7,58,7,58,71,71,7,58,71,7,58,71,7,58,7,58,71,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,58,71,7,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58,71,7,58
111,255,255,111,255,255,255,111,255,111,255,255,111,255,255,111,255,255,111,255,255,254,255,111,254,255,111,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,255,255,255,111,255,79,255,255,111,255,255,255,111,255,111,255,255,111,255,255,111,255,255,111,255,255,111,255,255,111,255,255,111,255,255,111,255,255,111,255,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,254,255,111,111,254,255,111,254,255,254,255,111,111,254,255,111,254,255,111,254,255,254,255,111,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,255,111,254,111,254,255,79,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255,111,254,255
119,84,253,119,84,253,253,119,84,119,84,253,119,84,253,119,84,253,119,86,253,86,253,119,84,253,118,118,84,253,118,84,253,118,86,253,118,86,253,118,86,253,118,86,253,118,86,253,118,86,253,118,86,253,118,86,253,118,86,253,118,86,253,118,86,253,119,86,253,119,86,253,119,86,253,253,118,86,119,86,253,118,86,253,253,118,86,118,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,86,253,119,119,86,253,119,86,253,84,253,119,119,84,253,119,86,253,119,86,253,86,253,119,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,118,86,253,119,86,253,119,86,253,253,119,86,119,86,253,119,84,253,119,84,253,118,86,253,118,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253,119,86,253
255,126,124,239,126,124,124,239,126,239,126,124,239,126,124,239,126,124,239,126,124,126,124,239,126,124,239,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,124,239,126,239,126,124,239,126,124,124,239,126,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,126,124,239,239,126,124,239,126,124,126,124,239,239,126,124,239,126,124,239,126,124,126,124,239,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,124,239,126,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124,239,126,124
29,220,224,93,220,224,224,93,220,93,220,224,93,220,224,93,220,224,93,220,224,220,224,93,220,224,93,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,221,220,224,93,220,224,93,220,224,93,220,224,224,93,220,93,220,224,93,220,224,224,93,220,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,220,224,93,93,220,224,93,220,224,220,224,93,93,220,224,93,220,224,93,220,224,220,224,93,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,93,220,224,224,93,220,93,220,224,93,220,224,93,220,224,29,220,224,29,220,224,29,220,224,29,220,224,29,220,224,29,220,224,29,220,224,157,220,224,29,220,224,29,220,224,29,220,224,29,220,224,29,220,224,29,220,224
59,151,252,43,151,252,252,43,151,43,151,252,43,151,252,43,151,252,43,151,252,151,252,43,151,252,43,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,43,151,252,59,151,252,59,151,252,47,151,252,252,47,151,47,151,252,63,151,252,252,47,151,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,151,252,47,47,151,252,47,151,252,151,252,47,47,151,252,47,151,252,63,151,252,151,252,47,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,47,151,252,63,151,252,252,63,151,47,151,252,47,151,252,47,151,252,47,151,252,63,151,252,63,151,252,63,151,252,47,151,252,47,151,252,47,151,252,47,151,252,63,151,252,47,151,252,47,151,252,47,151,252,63,151,252,47,151,252
217,254,140,217,254,140,140,217,254,217,254,140,217,254,140,217,254,140,217,254,140,254,140,217,254,140,217,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,140,217,254,217,254,140,217,254,140,140,217,254,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,254,140,217,217,254,140,217,254,140,254,140,217,217,254,140,217,254,140,217,254,140,254,140,217,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,140,217,254,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140,217,254,140
246,59,254,246,59,254,254,246,59,246,59,254,246,59,254,246,59,254,246,59,254,59,254,246,59,254,246,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,59,254,246,43,254,254,246,43,246,43,254,246,43,254,254,246,43,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,43,254,246,246,43,254,246,43,254,43,254,246,246,43,254,246,43,254,246,43,254,43,254,246,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,254,246,43,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254,246,43,254
133,204,178,133,205,178,178,133,205,133,205,178,133,205,178,133,205,178,133,205,178,205,178,133,205,178,133,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,133,205,178,149,205,178,178,149,205,149,205,178,149,205,178,178,149,205,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,205,178,149,149,205,178,149,205,178,205,178,149,149,205,178,149,205,178,149,205,178,205,178,149,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,149,205,178,178,149,205,149,205,178,149,205,178,149,205,178,149,207,242,149,207,242,149,207,242,149,207,242,149,207,242,149,207,242,149,207,242,149,207,242,149,207,242,149,207,242,149,207,242,149,207,178,149,207,178,149,207,178
255,77,187,255,77,187,187,255,77,255,76,187,255,76,187,255,76,187,255,76,187,76,187,255,76,187,255,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,187,255,76,255,76,187,255,76,187,187,255,76,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,76,187,255,255,76,187,255,76,187,76,187,255,255,76,187,255,76,187,255,76,187,76,187,255,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,187,255,76,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187,255,76,187
246,199,157,246,199,157,157,246,199,246,199,157,246,199,157,246,199,157,246,199,157,199,157,246,199,157,246,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,157,246,199,246,199,157,246,199,157,157,246,199,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,199,157,246,246,199,157,246,199,157,199,157,246,246,199,157,246,199,157,246,199,157,199,157,246,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,242,199,157,246,199,157,246,199,157,157,246,199,246,199,157,246,199,157,246,199,157,246,199,157,242,199,157,246,199,157,246,199,157,246,199,157,242,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,246,199,157,242,199,157,242,199,157
127,231,84,127,231,84,84,127,231,127,231,84,127,231,84,127,231,84,127,231,84,231,84,127,231,84,127,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,84,127,231,127,231,84,127,231,84,84,127,231,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,231,84,127,127,231,84,127,231,84,231,84,127,127,231,84,127,231,84,127,231,84,231,84,127,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,84,127,231,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84,127,231,84
109,159,129,109,159,129,129,109,159,109,159,129,109,159,129,109,159,129,109,159,129,159,129,109,159,129,109,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,129,109,159,109,159,129,109,159,129,129,109,159,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,159,129,109,109,159,129,109,159,129,159,129,109,109,159,129,109,159,129,109,159,129,159,129,109,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,129,109,159,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129,109,159,129
167,203,254,167,203,254,254,167,203,167,203,254,167,203,254,167,203,254,167,203,254,203,254,167,203,254,167,183,207,254,167,207,254,167,207,254,183,203,254,167,203,254,167,203,254,167,203,254,167,203,254,167,203,254,183,203,254,167,203,254,167,203,254,167,203,254,183,203,254,167,203,254,167,203,254,254,167,203,183,203,254,167,207,254,254,167,207,167,207,254,167,203,254,167,203,254,167,203,254,167,203,254,167,203,254,167,203,254,183,203,254,167,203,254,167,203,254,167,203,254,167,203,254,167,203,254,167,203,254,167,203,254,203,254,167,167,203,254,167,207,254,207,254,167,167,203,254,167,203,254,167,207,254,207,254,167,167,207,254,167,203,254,167,203,254,167,203,254,167,203,254,167,203,254,183,203,254,167,203,254,254,167,203,167,203,254,167,203,254,167,203,254,167,207,254,167,207,254,167,207,254,167,207,254,167,207,254,183,203,254,167,203,254,167,207,254,167,207,254,167,207,254,167,203,254,167,203,254,167,203,254,167,203,254
95,246,175,95,246,175,175,95,246,95,246,175,95,246,175,95,246,175,95,246,175,246,175,95,246,175,95,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,239,95,246,239,95,246,239,95,246,239,95,246,239,95,246,239,95,246,239,95,246,239,95,246,239,239,95,246,95,246,175,95,246,175,175,95,246,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,246,175,95,95,246,175,95,246,175,246,175,95,95,246,175,95,246,175,95,246,175,246,175,95,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,175,95,246,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175,95,246,175
251,247,253,251,247,253,253,251,247,251,247,253,251,247,253,251,247,253,251,247,253,247,253,249,247,253,249,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,253,247,253,253,247,253,253,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,253,247,253,253,253,247,253,247,253,253,247,253,253,253,247,253,247,253,253,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,231,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,247,253,249,249,247,253,249,247,253,247,253,249,249,247,253,249,247,253,249,247,253,247,253,249,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,249,247,253,253,249,247,249,247,253,249,247,253,249,247,253,251,247,253,251,247,253,251,247,253,251,247,253,251,247,253,251,231,253,251,247,253,251,247,253,251,247,253,251,247,253,251,247,253,251,247,253,251,247,253,251,247,253
52,241,228,52,241,228,228,52,241,52,241,228,52,241,228,52,241,228,52,241,228,241,228,52,241,228,52,52,241,228,52,241,228,52,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,244,228,180,241,180,241,228,180,241,228,228,180,241,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,241,228,180,180,241,228,180,241,228,241,228,180,180,241,228,180,241,228,180,241,228,241,228,180,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,228,180,241,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228,180,241,228
247,228,254,247,162,254,254,247,162,247,162,254,247,162,254,247,162,254,247,162,254,162,254,247,162,254,247,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,166,254,254,247,166,247,166,254,247,166,254,254,247,162,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,162,254,247,247,162,254,247,162,254,162,254,247,247,162,254,247,162,254,247,162,254,162,254,247,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,254,247,162,247,162,254,247,162,254,247,162,254,247,160,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254,247,162,254
184,159,241,184,159,241,241,184,159,184,159,241,184,159,241,184,159,241,184,159,241,159,241,184,159,241,184,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,241,184,159,184,159,241,184,159,241,241,184,159,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,159,241,184,184,159,241,184,159,241,159,241,184,184,159,241,184,159,241,184,159,241,159,241,184,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,241,184,159,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241,184,159,241
253,253,247,221,253,247,247,221,253,221,253,247,221,253,247,221,253,247,221,253,247,253,247,221,253,247,221,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,247,221,253,221,253,247,221,253,247,247,221,253,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,253,247,221,221,253,247,221,253,247,253,247,221,221,253,247,221,253,247,221,253,247,253,247,221,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,221,253,247,253,253,247,221,253,247,247,221,253,221,253,247,221,253,247,221,253,247,125,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247,93,253,247
237,126,163,237,126,163,163,237,126,237,126,163,237,126,163,237,126,163,237,126,163,126,163,237,126,163,237,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,163,237,126,237,126,163,237,126,163,163,237,126,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,126,163,237,237,126,163,237,126,163,126,163,237,237,126,163,237,126,163,237,126,163,126,163,237,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,237,126,163,163,237,126,237,126,163,237,126,163,237,126,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163,237,127,163
23,75,127,23,75,127,127,23,75,23,75,127,23,75,127,23,75,127,23,75,127,75,127,23,75,127,23,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,127,23,75,23,75,127,23,75,127,127,23,75,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,75,127,23,23,75,127,23,75,127,75,127,23,23,75,127,23,75,127,23,75,127,75,127,23,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,127,23,75,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127,23,75,127
