,F01,F02,F03,F04
4668,0.24,0.205,0.2,0.22
4669,0.24,0.2,0.195,0.205
4670,0.24,0.185,0.19,0.19
4671,0.24,0.2,0.195,0.195
4672,0.24,0.195,0.195,0.21
4673,0.28,0.23,0.195,0.2
4674,0.24,0.21,0.19,0.225
4675,0.24,0.19,0.195,0.215
4676,0.24,0.195,0.205,0.21
4677,0.24,0.195,0.205,0.195
4678,0.24,0.195,0.2,0.22
4679,0.24,0.195,0.19,0.195
4680,0.24,0.205,0.195,0.195
4681,0.24,0.195,0.195,0.195
4682,0.24,0.205,0.19,0.2
4683,0.24,0.19,0.235,0.195
4684,0.24,0.2,0.19,0.2
4685,0.24,0.21,0.205,0.195
4686,0.24,0.2,0.2,0.215
4687,0.24,0.215,0.195,0.22
4688,0.24,0.2,0.265,0.195
4689,0.24,0.195,0.195,0.19
4690,0.24,0.2,0.215,0.195
4691,0.24,0.205,0.195,0.22
4692,0.24,0.205,0.205,0.195
4693,0.24,0.19,0.195,0.195
4694,0.24,0.195,0.205,0.205
4695,0.24,0.2,0.205,0.195
4696,0.24,0.215,0.205,0.205
4697,0.24,0.195,0.19,0.195
4698,0.24,0.205,0.195,0.22
4699,0.24,0.195,0.195,0.2
4700,0.24,0.21,0.195,0.2
4701,0.24,0.195,0.185,0.195
4702,0.24,0.24,0.19,0.205
4703,0.24,0.26,0.19,0.2
4704,0.24,0.195,0.21,0.195
4705,0.24,0.205,0.195,0.195
4706,0.24,0.215,0.2,0.19
4707,0.24,0.19,0.195,0.2
4708,0.24,0.2,0.19,0.195
4709,0.24,0.225,0.19,0.195
4710,0.24,0.2,0.2,0.2
4711,0.24,0.185,0.205,0.19
4712,0.24,0.22,0.19,0.195
4713,0.24,0.205,0.195,0.24
4714,0.24,0.205,0.19,0.195
4715,0.25,0.19,0.195,0.195
4716,0.24,0.2,0.185,0.2
4717,0.24,0.205,0.195,0.19
4718,0.24,0.235,0.19,0.195
4719,0.24,0.2,0.195,0.2
4720,0.24,0.195,0.21,0.2
4721,0.24,0.19,0.205,0.225
4722,0.24,0.205,0.2,0.2
4723,0.24,0.205,0.22,0.19
4724,0.24,0.195,0.19,0.2
4725,0.24,0.215,0.205,0.2
4726,0.24,0.195,0.21,0.195
4727,0.24,0.195,0.205,0.2
4728,0.24,0.2,0.205,0.21
4729,0.24,0.225,0.205,0.21
4730,0.24,0.195,0.28,0.21
4731,0.24,0.205,0.205,0.195
4732,0.24,0.195,0.205,0.195
4733,0.24,0.19,0.19,0.195
4734,0.24,0.195,0.195,0.19
4735,0.24,0.19,0.26,0.195
4736,0.24,0.195,0.195,0.19
4737,0.24,0.2,0.23,0.19
4738,0.275,0.21,0.235,0.21
4739,0.24,0.22,0.205,0.215
4740,0.24,0.22,0.19,0.23
4741,0.24,0.21,0.19,0.21
4742,0.24,0.195,0.21,0.21
4743,0.24,0.21,0.22,0.195
4744,0.24,0.205,0.19,0.205
4745,0.24,0.195,0.215,0.195
4746,0.24,0.19,0.195,0.195
4747,0.24,0.19,0.2,0.205
4748,0.24,0.19,0.195,0.19
4749,0.24,0.22,0.195,0.195
4750,0.24,0.195,0.195,0.195
4751,0.24,0.195,0.235,0.19
4752,0.24,0.19,0.205,0.21
4753,0.24,0.195,0.195,0.2
4754,0.24,0.195,0.19,0.2
4755,0.24,0.22,0.19,0.195
4756,0.24,0.21,0.19,0.195
4757,0.24,0.195,0.195,0.2
4758,0.24,0.24,0.2,0.235
4759,0.24,0.195,0.205,0.245
4760,0.24,0.195,0.21,0.195
4761,0.24,0.205,0.2,0.19
4762,0.24,0.2,0.195,0.22
4763,0.24,0.2,0.195,0.19
4764,0.24,0.2,0.2,0.185
4765,0.24,0.195,0.185,0.205
4766,0.24,0.2,0.19,0.205
4767,0.24,0.19,0.2,0.19
4768,0.24,0.19,0.2,0.2
4769,0.24,0.2,0.205,0.19
4770,0.24,0.19,0.21,0.2
4771,0.24,0.2,0.19,0.2
4772,0.24,0.195,0.205,0.195
4773,0.24,0.21,0.19,0.195
4774,0.24,0.21,0.195,0.2
4775,0.25,0.195,0.185,0.195
4776,0.24,0.19,0.19,0.2
4777,0.24,0.21,0.185,0.195
4778,0.24,0.205,0.225,0.19
4779,0.24,0.205,0.195,0.19
4780,0.24,0.2,0.19,0.195
4781,0.24,0.195,0.185,0.195
4782,0.24,0.19,0.205,0.19
4783,0.24,0.195,0.185,0.205
4784,0.24,0.205,0.185,0.2
4785,0.24,0.215,0.24,0.225
4786,0.24,0.2,0.185,0.2
4787,0.24,0.195,0.2,0.195
4788,0.24,0.205,0.21,0.22
4789,0.24,0.21,0.19,0.19
4790,0.26,0.19,0.19,0.19
4791,0.24,0.205,0.215,0.2
4792,0.24,0.195,0.21,0.22
4793,0.24,0.195,0.2,0.195
4794,0.24,0.185,0.205,0.195
4795,0.24,0.19,0.19,0.21
4796,0.24,0.19,0.23,0.19
4797,0.24,0.205,0.19,0.195
4798,0.245,0.19,0.2,0.19
4799,0.24,0.19,0.225,0.195
4800,0.24,0.195,0.225,0.19
4801,0.24,0.19,0.19,0.19
4802,0.24,0.205,0.2,0.205
4803,0.24,0.19,0.19,0.19
4804,0.24,0.195,0.19,0.195
4805,0.24,0.195,0.21,0.195
4806,0.24,0.215,0.195,0.19
4807,0.24,0.19,0.225,0.2
4808,0.24,0.21,0.195,0.195
4809,0.24,0.255,0.205,0.21
4810,0.24,0.185,0.19,0.205
4811,0.24,0.2,0.205,0.215
4812,0.24,0.21,0.23,0.195
4813,0.24,0.235,0.195,0.19
4814,0.24,0.19,0.19,0.2
4815,0.24,0.19,0.19,0.19
4816,0.24,0.195,0.19,0.2
4817,0.24,0.225,0.205,0.2
4818,0.24,0.21,0.225,0.195
4819,0.24,0.19,0.205,0.215
4820,0.24,0.19,0.2,0.19
4821,0.24,0.245,0.19,0.2
4822,0.24,0.2,0.195,0.205
4823,0.24,0.195,0.2,0.245
4824,0.24,0.315,0.19,0.19
4825,0.24,0.19,0.19,0.2
4826,0.24,0.195,0.19,0.205
4827,0.24,0.2,0.195,0.19
4828,0.24,0.2,0.195,0.2
4829,0.24,0.195,0.195,0.215
4830,0.24,0.195,0.2,0.195
4831,0.24,0.195,0.2,0.195
4832,0.24,0.2,0.2,0.195
4833,0.24,0.195,0.2,0.2
4834,0.24,0.225,0.185,0.195
4835,0.24,0.21,0.19,0.21
4836,0.24,0.21,0.195,0.195
4837,0.24,0.195,0.185,0.195
4838,0.24,0.215,0.19,0.2
4839,0.24,0.215,0.195,0.205
4840,0.24,0.26,0.2,0.22
4841,0.24,0.195,0.21,0.19
4842,0.24,0.195,0.205,0.195
4843,0.24,0.195,0.195,0.195
4844,0.24,0.205,0.195,0.225
4845,0.24,0.195,0.19,0.225
4846,0.24,0.195,0.2,0.21
4847,0.24,0.19,0.195,0.205
4848,0.24,0.19,0.2,0.215
4849,0.24,0.195,0.2,0.195
4850,0.24,0.19,0.195,0.215
4851,0.24,0.185,0.19,0.215
4852,0.24,0.205,0.215,0.225
4853,0.24,0.19,0.195,0.19
4854,0.24,0.195,0.21,0.2
4855,0.24,0.225,0.205,0.19
4856,0.24,0.21,0.195,0.24
4857,0.24,0.195,0.195,0.2
4858,0.24,0.225,0.205,0.2
4859,0.24,0.21,0.185,0.24
4860,0.24,0.19,0.21,0.195
4861,0.24,0.195,0.22,0.21
4862,0.24,0.2,0.2,0.205
4863,0.24,0.21,0.19,0.225
4864,0.24,0.2,0.2,0.225
4865,0.24,0.2,0.205,0.2
4866,0.24,0.2,0.2,0.225
4867,0.24,0.225,0.19,0.21
4868,0.24,0.2,0.225,0.2
4869,0.24,0.19,0.225,0.235
4870,0.24,0.21,0.22,0.205
4871,0.24,0.195,0.21,0.205
4872,0.24,0.22,0.2,0.235
4873,0.24,0.23,0.19,0.205
4874,0.24,0.205,0.2,0.225
4875,0.24,0.2,0.205,0.205
4876,0.24,0.2,0.195,0.205
4877,0.24,0.19,0.215,0.205
4878,0.24,0.205,0.2,0.215
4879,0.24,0.195,0.21,0.255
4880,0.24,0.2,0.21,0.195
4881,0.24,0.195,0.265,0.19
4882,0.24,0.2,0.26,0.195
4883,0.24,0.19,0.19,0.195
4884,0.24,0.195,0.2,0.195
4885,0.24,0.195,0.19,0.205
4886,0.24,0.195,0.19,0.205
4887,0.24,0.2,0.215,0.2
4888,0.24,0.195,0.2,0.195
4889,0.24,0.19,0.22,0.205
4890,0.255,0.24,0.195,0.2
4891,0.24,0.19,0.2,0.2
4892,0.24,0.21,0.205,0.2
4893,0.24,0.205,0.22,0.205
4894,0.24,0.215,0.19,0.195
4895,0.24,0.195,0.2,0.2
4896,0.24,0.2,0.205,0.215
4897,0.24,0.19,0.19,0.215
4898,0.24,0.19,0.19,0.205
4899,0.24,0.195,0.195,0.2
4900,0.24,0.2,0.215,0.2
4901,0.24,0.2,0.195,0.195
4902,0.24,0.215,0.19,0.22
4903,0.24,0.23,0.2,0.2
4904,0.24,0.195,0.21,0.195
4905,0.24,0.185,0.195,0.195
4906,0.24,0.2,0.2,0.205
4907,0.24,0.195,0.21,0.195
4908,0.24,0.19,0.195,0.2
4909,0.325,0.19,0.19,0.205
4910,0.24,0.195,0.19,0.21
4911,0.24,0.18,0.21,0.215
4912,0.24,0.195,0.215,0.2
4913,0.24,0.195,0.195,0.2
4914,0.24,0.215,0.19,0.195
4915,0.24,0.225,0.205,0.3
4916,0.24,0.2,0.2,0.2
4917,0.24,0.21,0.205,0.2
4918,0.24,0.195,0.195,0.195
4919,0.24,0.2,0.195,0.225
4920,0.24,0.21,0.2,0.235
4921,0.24,0.2,0.22,0.21
4922,0.265,0.195,0.295,0.22
4923,0.245,0.195,0.195,0.205
4924,0.24,0.225,0.205,0.225
4925,0.24,0.19,0.19,0.205
4926,0.24,0.2,0.2,0.29
4927,0.245,0.215,0.23,0.2
4928,0.24,0.2,0.19,0.195
4929,0.24,0.2,0.19,0.265
4930,0.24,0.215,0.2,0.21
4931,0.24,0.195,0.2,0.195
4932,0.365,0.195,0.2,0.19
4933,0.24,0.23,0.21,0.19
4934,0.24,0.205,0.195,0.265
4935,0.24,0.205,0.195,0.195
4936,0.24,0.195,0.185,0.235
4937,0.24,0.22,0.2,0.195
4938,0.24,0.19,0.195,0.2
4939,0.24,0.195,0.195,0.2
4940,0.24,0.195,0.21,0.205
4941,0.24,0.195,0.19,0.215
4942,0.24,0.23,0.19,0.19
4943,0.24,0.205,0.19,0.205
4944,0.24,0.225,0.22,0.215
4945,0.24,0.195,0.23,0.195
4946,0.24,0.225,0.195,0.2
4947,0.24,0.205,0.2,0.205
4948,0.24,0.195,0.195,0.205
4949,0.24,0.205,0.2,0.195
4950,0.24,0.185,0.195,0.195
4951,0.24,0.2,0.19,0.205
4952,0.24,0.215,0.215,0.2
4953,0.24,0.22,0.195,0.195
4954,0.24,0.2,0.195,0.195
4955,0.24,0.215,0.19,0.19
4956,0.24,0.19,0.205,0.195
4957,0.24,0.195,0.19,0.23
4958,0.24,0.19,0.2,0.195
4959,0.24,0.205,0.195,0.195
4960,0.24,0.2,0.21,0.2
4961,0.24,0.19,0.19,0.195
4962,0.24,0.195,0.2,0.21
4963,0.24,0.21,0.19,0.195
4964,0.24,0.215,0.2,0.205
4965,0.24,0.195,0.195,0.2
4966,0.24,0.2,0.185,0.19
4967,0.24,0.19,0.19,0.195
4968,0.24,0.195,0.23,0.22
4969,0.24,0.2,0.225,0.195
4970,0.24,0.21,0.2,0.195
4971,0.24,0.19,0.19,0.235
4972,0.24,0.2,0.205,0.205
4973,0.24,0.205,0.205,0.22
4974,0.24,0.195,0.19,0.2
4975,0.24,0.225,0.19,0.19
4976,0.24,0.195,0.19,0.225
4977,0.24,0.21,0.2,0.205
4978,0.24,0.185,0.195,0.2
4979,0.24,0.205,0.23,0.22
4980,0.24,0.2,0.205,0.205
4981,0.24,0.195,0.195,0.185
4982,0.24,0.205,0.19,0.195
4983,0.24,0.195,0.2,0.2
4984,0.24,0.205,0.2,0.19
4985,0.24,0.2,0.2,0.2
4986,0.24,0.195,0.205,0.205
4987,0.24,0.205,0.205,0.205
4988,0.28,0.195,0.19,0.215
4989,0.24,0.205,0.19,0.2
4990,0.24,0.2,0.21,0.2
4991,0.24,0.195,0.2,0.185
4992,0.24,0.215,0.235,0.2
4993,0.24,0.195,0.2,0.225
4994,0.24,0.195,0.205,0.205
4995,0.24,0.195,0.235,0.205
4996,0.24,0.21,0.19,0.205
4997,0.24,0.225,0.215,0.235
4998,0.24,0.195,0.19,0.2
4999,0.24,0.195,0.185,0.21
5000,0.24,0.2,0.2,0.235
5001,0.24,0.205,0.19,0.2
5002,0.24,0.19,0.21,0.2
5003,0.24,0.195,0.195,0.22
5004,0.24,0.195,0.215,0.19
5005,0.24,0.19,0.215,0.255
5006,0.24,0.195,0.2,0.195
5007,0.24,0.21,0.195,0.21
5008,0.24,0.19,0.195,0.2
5009,0.24,0.195,0.2,0.2
5010,0.24,0.2,0.21,0.195
5011,0.24,0.2,0.215,0.195
5012,0.24,0.21,0.225,0.215
5013,0.24,0.21,0.2,0.225
5014,0.24,0.195,0.21,0.195
5015,0.24,0.195,0.205,0.195
5016,0.24,0.195,0.19,0.19
5017,0.24,0.195,0.2,0.225
5018,0.24,0.19,0.195,0.22
5019,0.24,0.195,0.205,0.21
5020,0.24,0.195,0.2,0.22
5021,0.24,0.195,0.2,0.205
5022,0.24,0.195,0.195,0.19
5023,0.24,0.2,0.185,0.205
5024,0.24,0.21,0.19,0.2
5025,0.24,0.19,0.195,0.2
5026,0.24,0.195,0.195,0.2
5027,0.24,0.215,0.21,0.19
5028,0.24,0.2,0.22,0.2
5029,0.24,0.27,0.195,0.19
5030,0.24,0.205,0.19,0.195
5031,0.24,0.23,0.19,0.195
5032,0.24,0.195,0.195,0.19
5033,0.24,0.195,0.195,0.22
5034,0.24,0.225,0.195,0.22
5035,0.24,0.195,0.2,0.215
5036,0.24,0.2,0.195,0.2
5037,0.24,0.205,0.205,0.2
5038,0.24,0.205,0.19,0.205
5039,0.24,0.2,0.21,0.215
5040,0.24,0.215,0.205,0.195
5041,0.24,0.21,0.195,0.2
5042,0.24,0.19,0.195,0.205
5043,0.24,0.195,0.195,0.195
5044,0.24,0.195,0.21,0.19
5045,0.24,0.195,0.195,0.195
5046,0.24,0.2,0.205,0.2
5047,0.24,0.195,0.275,0.225
5048,0.24,0.215,0.205,0.195
5049,0.24,0.195,0.195,0.205
5050,0.24,0.19,0.2,0.195
5051,0.24,0.195,0.2,0.21
5052,0.24,0.19,0.2,0.195
5053,0.24,0.215,0.2,0.195
5054,0.24,0.195,0.2,0.2
5055,0.24,0.2,0.2,0.195
5056,0.24,0.195,0.29,0.22
5057,0.24,0.215,0.19,0.195
5058,0.24,0.205,0.195,0.22
5059,0.24,0.195,0.195,0.2
5060,0.24,0.215,0.205,0.21
5061,0.24,0.205,0.255,0.2
5062,0.24,0.225,0.21,0.225
5063,0.24,0.195,0.2,0.2
5064,0.24,0.19,0.205,0.19
5065,0.24,0.19,0.205,0.19
5066,0.24,0.2,0.21,0.205
5067,0.275,0.185,0.195,0.22
5068,0.24,0.2,0.22,0.22
5069,0.24,0.185,0.195,0.205
5070,0.24,0.195,0.205,0.21
5071,0.24,0.195,0.19,0.195
5072,0.24,0.195,0.205,0.195
5073,0.24,0.18,0.19,0.2
5074,0.24,0.215,0.185,0.195
5075,0.24,0.225,0.19,0.195
5076,0.24,0.19,0.2,0.195
5077,0.24,0.2,0.215,0.205
5078,0.24,0.205,0.2,0.205
5079,0.24,0.195,0.195,0.195
5080,0.24,0.195,0.195,0.205
5081,0.24,0.195,0.215,0.195
5082,0.24,0.195,0.215,0.2
5083,0.24,0.21,0.205,0.2
5084,0.24,0.205,0.2,0.195
5085,0.24,0.195,0.19,0.215
5086,0.24,0.2,0.185,0.2
5087,0.24,0.195,0.2,0.2
5088,0.24,0.19,0.195,0.195
5089,0.24,0.185,0.215,0.2
5090,0.24,0.195,0.185,0.21
5091,0.24,0.2,0.2,0.195
5092,0.24,0.19,0.19,0.195
5093,0.24,0.195,0.2,0.2
5094,0.24,0.225,0.23,0.195
5095,0.24,0.195,0.215,0.2
5096,0.24,0.21,0.2,0.195
5097,0.24,0.205,0.195,0.19
5098,0.24,0.225,0.195,0.205
5099,0.24,0.195,0.195,0.19
5100,0.24,0.2,0.2,0.22
5101,0.24,0.2,0.21,0.2
5102,0.24,0.205,0.215,0.23
5103,0.24,0.195,0.19,0.21
5104,0.24,0.19,0.24,0.225
5105,0.24,0.195,0.2,0.19
5106,0.24,0.195,0.195,0.205
5107,0.24,0.21,0.195,0.2
5108,0.24,0.2,0.205,0.2
5109,0.24,0.21,0.21,0.2
5110,0.24,0.19,0.215,0.21
5111,0.24,0.215,0.27,0.225
5112,0.24,0.205,0.22,0.2
5113,0.24,0.195,0.215,0.22
5114,0.24,0.19,0.2,0.29
5115,0.24,0.205,0.21,0.2
5116,0.24,0.21,0.205,0.2
5117,0.24,0.2,0.195,0.195
5118,0.24,0.205,0.195,0.215
5119,0.24,0.22,0.19,0.2
5120,0.24,0.2,0.195,0.21
5121,0.24,0.195,0.195,0.205
5122,0.24,0.2,0.19,0.2
5123,0.24,0.245,0.2,0.215
5124,0.24,0.25,0.205,0.2
5125,0.24,0.22,0.22,0.205
5126,0.24,0.195,0.205,0.205
5127,0.24,0.195,0.19,0.2
5128,0.24,0.22,0.19,0.2
5129,0.24,0.195,0.19,0.2
5130,0.24,0.215,0.195,0.2
5131,0.24,0.22,0.195,0.195
5132,0.24,0.195,0.205,0.205
5133,0.24,0.225,0.195,0.21
5134,0.24,0.195,0.2,0.195
5135,0.24,0.2,0.19,0.2
5136,0.24,0.22,0.19,0.19
5137,0.24,0.195,0.19,0.195
5138,0.24,0.215,0.19,0.23
5139,0.24,0.195,0.2,0.195
5140,0.24,0.185,0.23,0.2
5141,0.24,0.2,0.185,0.205
5142,0.24,0.2,0.205,0.195
5143,0.265,0.195,0.2,0.22
5144,0.24,0.2,0.195,0.21
5145,0.24,0.195,0.2,0.245
5146,0.24,0.205,0.23,0.225
5147,0.24,0.195,0.225,0.2
5148,0.24,0.21,0.185,0.225
5149,0.24,0.25,0.2,0.2
5150,0.24,0.19,0.19,0.225
5151,0.24,0.205,0.205,0.19
5152,0.24,0.19,0.215,0.235
5153,0.24,0.2,0.19,0.2
5154,0.24,0.195,0.22,0.215
5155,0.24,0.185,0.2,0.205
5156,0.24,0.195,0.215,0.205
5157,0.24,0.21,0.185,0.2
5158,0.24,0.205,0.19,0.21
5159,0.24,0.195,0.195,0.21
5160,0.24,0.205,0.195,0.205
5161,0.24,0.215,0.185,0.2
5162,0.26,0.215,0.195,0.195
5163,0.25,0.205,0.19,0.19
5164,0.24,0.215,0.2,0.195
5165,0.24,0.195,0.19,0.2
5166,0.24,0.19,0.2,0.195
5167,0.24,0.21,0.2,0.205
5168,0.24,0.195,0.215,0.195
5169,0.24,0.205,0.195,0.215
5170,0.24,0.195,0.195,0.2
5171,0.24,0.19,0.22,0.23
5172,0.24,0.205,0.19,0.205
5173,0.24,0.195,0.195,0.19
5174,0.24,0.215,0.19,0.205
5175,0.24,0.2,0.195,0.205
5176,0.24,0.195,0.195,0.195
5177,0.24,0.2,0.19,0.195
5178,0.24,0.185,0.21,0.22
5179,0.24,0.195,0.205,0.205
5180,0.24,0.2,0.2,0.2
5181,0.24,0.19,0.19,0.2
5182,0.24,0.2,0.195,0.22
5183,0.24,0.185,0.2,0.205
5184,0.24,0.195,0.195,0.205
5185,0.24,0.225,0.2,0.195
5186,0.24,0.26,0.21,0.195
5187,0.24,0.195,0.195,0.19
5188,0.24,0.195,0.21,0.215
5189,0.24,0.235,0.19,0.21
5190,0.24,0.225,0.19,0.195
5191,0.24,0.285,0.19,0.205
5192,0.24,0.215,0.195,0.2
5193,0.24,0.195,0.195,0.195
5194,0.24,0.21,0.195,0.19
5195,0.24,0.22,0.21,0.205
5196,0.24,0.195,0.21,0.185
5197,0.24,0.22,0.19,0.21
5198,0.24,0.225,0.205,0.205
5199,0.24,0.195,0.2,0.205
5200,0.24,0.185,0.19,0.21
5201,0.24,0.185,0.195,0.195
5202,0.24,0.22,0.205,0.21
5203,0.24,0.205,0.19,0.2
5204,0.24,0.2,0.205,0.2
5205,0.24,0.19,0.205,0.205
5206,0.24,0.195,0.185,0.215
5207,0.24,0.2,0.185,0.195
5208,0.24,0.195,0.185,0.195
5209,0.24,0.2,0.255,0.195
5210,0.24,0.21,0.205,0.195
5211,0.24,0.215,0.19,0.19
5212,0.24,0.195,0.2,0.2
5213,0.24,0.19,0.195,0.19
5214,0.24,0.2,0.2,0.2
5215,0.24,0.21,0.19,0.185
5216,0.24,0.205,0.195,0.2
5217,0.24,0.2,0.21,0.19
5218,0.24,0.23,0.2,0.2
5219,0.24,0.215,0.205,0.19
5220,0.24,0.2,0.195,0.21
5221,0.24,0.205,0.205,0.215
5222,0.24,0.195,0.2,0.2
5223,0.24,0.195,0.195,0.2
5224,0.24,0.205,0.195,0.225
5225,0.24,0.195,0.2,0.2
5226,0.24,0.215,0.2,0.2
5227,0.24,0.235,0.205,0.2
5228,0.24,0.2,0.2,0.195
5229,0.24,0.195,0.2,0.21
5230,0.24,0.195,0.205,0.225
5231,0.24,0.2,0.2,0.21
5232,0.24,0.19,0.2,0.23
5233,0.24,0.195,0.2,0.2
5234,0.24,0.195,0.2,0.2
5235,0.24,0.205,0.195,0.21
5236,0.24,0.24,0.19,0.195
5237,0.24,0.195,0.195,0.2
5238,0.24,0.185,0.205,0.195
5239,0.24,0.2,0.2,0.195
5240,0.24,0.21,0.22,0.19
5241,0.24,0.21,0.205,0.185
5242,0.24,0.22,0.255,0.19
5243,0.24,0.225,0.205,0.2
5244,0.24,0.225,0.19,0.195
5245,0.24,0.205,0.21,0.19
5246,0.24,0.25,0.245,0.205
5247,0.24,0.205,0.19,0.2
5248,0.24,0.2,0.19,0.2
5249,0.24,0.195,0.205,0.2
5250,0.24,0.195,0.2,0.2
5251,0.24,0.195,0.19,0.24
5252,0.24,0.19,0.195,0.195
5253,0.24,0.195,0.195,0.22
5254,0.24,0.235,0.195,0.205
5255,0.24,0.205,0.22,0.195
5256,0.24,0.195,0.19,0.19
5257,0.24,0.195,0.225,0.2
5258,0.24,0.225,0.19,0.2
5259,0.24,0.245,0.195,0.205
5260,0.24,0.2,0.22,0.205
5261,0.24,0.2,0.2,0.195
5262,0.24,0.195,0.19,0.215
5263,0.24,0.195,0.19,0.2
5264,0.24,0.185,0.2,0.195
5265,0.24,0.2,0.2,0.21
5266,0.24,0.195,0.2,0.19
5267,0.24,0.205,0.185,0.195
5268,0.24,0.195,0.2,0.215
5269,0.27,0.23,0.2,0.19
5270,0.24,0.195,0.215,0.2
5271,0.24,0.205,0.205,0.235
5272,0.24,0.195,0.2,0.2
5273,0.24,0.215,0.19,0.195
5274,0.24,0.235,0.315,0.2
5275,0.24,0.19,0.185,0.195
5276,0.24,0.2,0.21,0.205
5277,0.24,0.195,0.2,0.19
5278,0.24,0.19,0.19,0.2
5279,0.24,0.2,0.195,0.22
5280,0.24,0.195,0.195,0.2
5281,0.24,0.22,0.22,0.23
5282,0.24,0.195,0.195,0.195
5283,0.24,0.21,0.205,0.195
5284,0.24,0.19,0.215,0.21
5285,0.24,0.235,0.195,0.205
5286,0.24,0.195,0.24,0.2
5287,0.24,0.195,0.23,0.215
5288,0.24,0.19,0.2,0.195
5289,0.24,0.2,0.185,0.205
5290,0.24,0.19,0.185,0.2
5291,0.24,0.195,0.19,0.2
5292,0.24,0.205,0.215,0.195
5293,0.24,0.19,0.2,0.19
5294,0.24,0.2,0.195,0.205
5295,0.24,0.195,0.195,0.195
5296,0.24,0.19,0.195,0.205
5297,0.24,0.195,0.19,0.2
5298,0.24,0.195,0.2,0.205
5299,0.24,0.19,0.2,0.215
5300,0.24,0.205,0.21,0.2
5301,0.24,0.195,0.19,0.2
5302,0.24,0.2,0.19,0.2
5303,0.24,0.205,0.205,0.195
5304,0.24,0.19,0.2,0.225
5305,0.24,0.195,0.195,0.19
5306,0.24,0.2,0.195,0.2
5307,0.24,0.205,0.2,0.225
5308,0.24,0.195,0.195,0.2
5309,0.24,0.205,0.19,0.19
5310,0.24,0.205,0.2,0.21
5311,0.24,0.195,0.25,0.19
5312,0.24,0.24,0.195,0.205
5313,0.24,0.185,0.205,0.195
5314,0.24,0.21,0.195,0.195
5315,0.24,0.2,0.245,0.195
5316,0.24,0.215,0.19,0.215
5317,0.24,0.2,0.2,0.195
5318,0.24,0.195,0.21,0.2
5319,0.24,0.21,0.2,0.19
5320,0.24,0.195,0.2,0.205
5321,0.24,0.21,0.195,0.205
5322,0.24,0.195,0.195,0.2
5323,0.24,0.19,0.19,0.205
5324,0.24,0.205,0.19,0.255
5325,0.24,0.195,0.265,0.205
5326,0.24,0.225,0.195,0.21
5327,0.24,0.215,0.195,0.195
5328,0.24,0.195,0.19,0.225
5329,0.24,0.19,0.205,0.195
5330,0.24,0.19,0.195,0.215
5331,0.255,0.21,0.195,0.195
5332,0.24,0.2,0.205,0.245
5333,0.24,0.19,0.185,0.2
5334,0.24,0.205,0.185,0.2
5335,0.24,0.195,0.19,0.195
5336,0.24,0.23,0.195,0.195
5337,0.24,0.2,0.19,0.195
5338,0.24,0.215,0.19,0.22
5339,0.24,0.195,0.19,0.215
5340,0.24,0.21,0.2,0.205
5341,0.24,0.185,0.195,0.22
5342,0.24,0.195,0.19,0.19
5343,0.24,0.23,0.19,0.195
5344,0.24,0.195,0.2,0.2
5345,0.24,0.2,0.2,0.19
5346,0.24,0.195,0.195,0.2
5347,0.24,0.195,0.205,0.19
5348,0.24,0.195,0.19,0.195
5349,0.3,0.195,0.19,0.215
5350,0.24,0.2,0.27,0.215
5351,0.24,0.19,0.205,0.2
5352,0.24,0.185,0.195,0.19
5353,0.24,0.24,0.21,0.205
5354,0.24,0.19,0.21,0.195
5355,0.24,0.2,0.2,0.2
5356,0.24,0.2,0.19,0.195
5357,0.24,0.2,0.2,0.195
5358,0.24,0.195,0.2,0.215
5359,0.24,0.185,0.19,0.2
5360,0.24,0.225,0.2,0.195
5361,0.24,0.19,0.195,0.195
5362,0.24,0.2,0.21,0.22
5363,0.24,0.21,0.185,0.22
5364,0.24,0.235,0.205,0.2
5365,0.24,0.2,0.205,0.205
5366,0.24,0.2,0.195,0.195
5367,0.24,0.195,0.2,0.21
5368,0.24,0.19,0.21,0.2
5369,0.24,0.2,0.19,0.195
5370,0.24,0.205,0.19,0.2
5371,0.24,0.205,0.205,0.215
5372,0.24,0.21,0.21,0.195
5373,0.24,0.345,0.205,0.205
5374,0.24,0.21,0.215,0.2
5375,0.24,0.205,0.19,0.205
5376,0.24,0.195,0.215,0.21
5377,0.24,0.24,0.21,0.2
5378,0.24,0.23,0.195,0.205
5379,0.24,0.195,0.195,0.22
5380,0.24,0.32,0.19,0.195
5381,0.24,0.205,0.2,0.2
5382,0.24,0.205,0.21,0.205
5383,0.24,0.195,0.19,0.2
5384,0.24,0.195,0.225,0.2
5385,0.24,0.2,0.195,0.215
5386,0.24,0.205,0.19,0.21
5387,0.24,0.195,0.19,0.225
5388,0.24,0.195,0.2,0.21
5389,0.24,0.2,0.2,0.26
5390,0.24,0.195,0.195,0.215
5391,0.24,0.215,0.2,0.23
5392,0.24,0.225,0.195,0.22
5393,0.24,0.195,0.195,0.19
5394,0.24,0.195,0.19,0.19
5395,0.24,0.21,0.2,0.21
5396,0.24,0.195,0.2,0.195
5397,0.24,0.205,0.195,0.19
5398,0.24,0.2,0.205,0.2
5399,0.24,0.21,0.21,0.195
5400,0.24,0.195,0.2,0.21
5401,0.24,0.2,0.19,0.195
5402,0.24,0.205,0.195,0.205
5403,0.24,0.2,0.195,0.2
